update_time,open,high,low,close,volume
2025-05-14 19:49:29,3254.48,3257.1,3221.63,3227.26,110731
2025-05-14 19:50:29,3254.48,3257.1,3221.63,3227.26,110962
2025-05-14 19:51:29,3254.48,3257.1,3221.63,3226.82,111120
2025-05-14 19:52:29,3254.48,3257.1,3221.63,3226.7,111309
2025-05-14 19:53:29,3254.48,3257.1,3221.63,3227.07,111502
2025-05-14 22:44:20,3254.48,3257.1,3221.63,3226.81,111570
2025-05-15 09:49:44,3182.76,3192.7,3175.27,3175.53,16225
