update_time,open,high,low,close,volume
2025-05-14 16:46:23,3237.97,3243.83,3230.45,3232.25,10271
2025-05-14 16:46:25,3237.97,3243.83,3230.45,3232.22,10272
2025-05-14 16:46:26,3237.97,3243.83,3230.45,3232.46,10275
2025-05-14 16:46:27,3237.97,3243.83,3230.45,3232.6,10278
2025-05-14 16:46:28,3237.97,3243.83,3230.45,3232.61,10282
2025-05-14 16:46:29,3237.97,3243.83,3230.45,3232.6,10283
2025-05-14 16:46:30,3237.97,3243.83,3230.45,3232.53,10285
2025-05-14 16:46:31,3237.97,3243.83,3230.45,3232.53,10287
2025-05-14 16:46:32,3237.97,3243.83,3230.45,3233.33,10291
2025-05-14 16:46:33,3237.97,3243.83,3230.45,3233.29,10292
2025-05-14 16:46:34,3237.97,3243.83,3230.45,3233.39,10297
2025-05-14 16:46:36,3237.97,3243.83,3230.45,3233.52,10302
2025-05-14 16:46:37,3237.97,3243.83,3230.45,3233.52,10304
2025-05-14 16:46:39,3237.97,3243.83,3230.45,3233.54,10306
2025-05-14 16:46:40,3237.97,3243.83,3230.45,3233.76,10310
2025-05-14 16:46:41,3237.97,3243.83,3230.45,3233.82,10312
2025-05-14 16:46:42,3237.97,3243.83,3230.45,3233.87,10316
2025-05-14 16:46:43,3237.97,3243.83,3230.45,3233.83,10318
2025-05-14 16:46:44,3237.97,3243.83,3230.45,3233.89,10322
2025-05-14 16:46:45,3237.97,3243.83,3230.45,3233.83,10326
2025-05-14 16:46:46,3237.97,3243.83,3230.45,3233.89,10328
2025-05-14 16:46:47,3237.97,3243.83,3230.45,3233.85,10329
2025-05-14 16:46:48,3237.97,3243.83,3230.45,3233.82,10332
2025-05-14 16:46:49,3237.97,3243.83,3230.45,3233.78,10339
2025-05-14 16:46:51,3237.97,3243.83,3230.45,3233.69,10340
2025-05-14 16:46:52,3237.97,3243.83,3230.45,3233.59,10346
2025-05-14 16:46:54,3237.97,3243.83,3230.45,3233.7,10347
2025-05-14 16:46:55,3237.97,3243.83,3230.45,3233.71,10348
2025-05-14 16:46:56,3237.97,3243.83,3230.45,3233.65,10352
2025-05-14 16:46:57,3237.97,3243.83,3230.45,3233.67,10355
2025-05-14 16:46:58,3237.97,3243.83,3230.45,3233.61,10358
2025-05-14 16:46:59,3237.97,3243.83,3230.45,3233.8,10363
2025-05-14 16:47:00,3237.97,3243.83,3230.45,3233.91,10368
2025-05-14 16:47:01,3237.97,3243.83,3230.45,3233.95,10370
2025-05-14 16:47:02,3237.97,3243.83,3230.45,3233.97,10374
2025-05-14 16:47:03,3237.97,3243.83,3230.45,3233.88,10378
2025-05-14 16:47:04,3237.97,3243.83,3230.45,3233.86,10379
2025-05-14 16:47:05,3237.97,3243.83,3230.45,3233.62,10383
2025-05-14 16:47:06,3237.97,3243.83,3230.45,3233.29,10390
2025-05-14 16:47:07,3237.97,3243.83,3230.45,3233.37,10395
2025-05-14 16:47:08,3237.97,3243.83,3230.45,3233.43,10396
2025-05-14 16:47:09,3237.97,3243.83,3230.45,3233.45,10399
2025-05-14 16:47:10,3237.97,3243.83,3230.45,3233.58,10402
2025-05-14 16:47:12,3237.97,3243.83,3230.45,3233.66,10405
2025-05-14 16:47:13,3237.97,3243.83,3230.45,3233.66,10409
2025-05-14 16:47:14,3237.97,3243.83,3230.45,3233.73,10411
2025-05-14 16:47:15,3237.97,3243.83,3230.45,3233.78,10416
2025-05-14 16:47:16,3237.97,3243.83,3230.45,3233.72,10418
2025-05-14 16:47:17,3237.97,3243.83,3230.45,3233.76,10419
2025-05-14 16:47:18,3237.97,3243.83,3230.45,3233.72,10420
2025-05-14 16:47:20,3237.97,3243.83,3230.45,3233.59,10422
2025-05-14 16:47:21,3237.97,3243.83,3230.45,3233.67,10423
2025-05-14 16:47:22,3237.97,3243.83,3230.45,3233.75,10425
2025-05-14 16:47:23,3237.97,3243.83,3230.45,3233.67,10429
2025-05-14 16:47:24,3237.97,3243.83,3230.45,3233.63,10434
2025-05-14 16:47:25,3237.97,3243.83,3230.45,3233.6,10436
2025-05-14 16:47:27,3237.97,3243.83,3230.45,3233.62,10437
2025-05-14 16:47:28,3237.97,3243.83,3230.45,3233.66,10438
2025-05-14 16:47:29,3237.97,3243.83,3230.45,3233.95,10441
2025-05-14 16:47:30,3237.97,3243.83,3230.45,3234.22,10443
2025-05-14 16:47:31,3237.97,3243.83,3230.45,3234.18,10444
2025-05-14 16:47:32,3237.97,3243.83,3230.45,3234.22,10447
2025-05-14 16:47:33,3237.97,3243.83,3230.45,3234.22,10449
2025-05-14 16:47:35,3237.97,3243.83,3230.45,3234.09,10452
2025-05-14 16:47:36,3237.97,3243.83,3230.45,3234.0,10455
2025-05-14 16:47:37,3237.97,3243.83,3230.45,3233.7,10462
2025-05-14 16:47:38,3237.97,3243.83,3230.45,3233.79,10468
2025-05-14 16:47:39,3237.97,3243.83,3230.45,3233.9,10472
2025-05-14 16:47:40,3237.97,3243.83,3230.45,3233.83,10476
2025-05-14 16:47:41,3237.97,3243.83,3230.45,3233.85,10479
2025-05-14 16:47:42,3237.97,3243.83,3230.45,3233.94,10483
2025-05-14 16:47:43,3237.97,3243.83,3230.45,3233.99,10484
2025-05-14 16:47:44,3237.97,3243.83,3230.45,3234.02,10485
2025-05-14 16:47:45,3237.97,3243.83,3230.45,3234.02,10488
2025-05-14 16:47:46,3237.97,3243.83,3230.45,3233.85,10493
2025-05-14 16:47:47,3237.97,3243.83,3230.45,3233.78,10497
2025-05-14 16:47:50,3237.97,3243.83,3230.45,3233.94,10500
2025-05-14 16:47:51,3237.97,3243.83,3230.45,3233.9,10503
2025-05-14 16:47:52,3237.97,3243.83,3230.45,3233.84,10508
2025-05-14 16:47:53,3237.97,3243.83,3230.45,3233.87,10509
2025-05-14 16:47:54,3237.97,3243.83,3230.45,3233.93,10510
2025-05-14 16:47:55,3237.97,3243.83,3230.45,3233.77,10514
2025-05-14 16:47:56,3237.97,3243.83,3230.45,3233.74,10515
2025-05-14 16:47:57,3237.97,3243.83,3230.45,3233.77,10516
2025-05-14 16:47:59,3237.97,3243.83,3230.45,3233.8,10517
2025-05-14 16:48:01,3237.97,3243.83,3230.45,3233.84,10520
2025-05-14 16:48:02,3237.97,3243.83,3230.45,3233.8,10521
2025-05-14 16:48:03,3237.97,3243.83,3230.45,3233.85,10526
2025-05-14 16:48:04,3237.97,3243.83,3230.45,3233.75,10532
2025-05-14 16:48:05,3237.97,3243.83,3230.45,3233.76,10534
2025-05-14 16:48:06,3237.97,3243.83,3230.45,3233.74,10536
2025-05-14 16:48:07,3237.97,3243.83,3230.45,3233.92,10538
2025-05-14 16:48:09,3237.97,3243.83,3230.45,3233.9,10539
2025-05-14 16:48:10,3237.97,3243.83,3230.45,3233.93,10540
2025-05-14 16:48:11,3237.97,3243.83,3230.45,3233.98,10543
2025-05-14 16:48:12,3237.97,3243.83,3230.45,3233.97,10546
2025-05-14 16:48:15,3237.97,3243.83,3230.45,3233.96,10547
2025-05-14 16:48:16,3237.97,3243.83,3230.45,3234.24,10552
2025-05-14 16:48:17,3237.97,3243.83,3230.45,3234.27,10553
2025-05-14 16:48:18,3237.97,3243.83,3230.45,3234.44,10557
2025-05-14 16:48:19,3237.97,3243.83,3230.45,3234.45,10560
2025-05-14 16:48:20,3237.97,3243.83,3230.45,3234.39,10566
2025-05-14 16:48:21,3237.97,3243.83,3230.45,3234.22,10571
2025-05-14 16:48:22,3237.97,3243.83,3230.45,3234.26,10572
2025-05-14 16:48:23,3237.97,3243.83,3230.45,3234.3,10573
2025-05-14 16:48:25,3237.97,3243.83,3230.45,3234.3,10577
2025-05-14 16:48:26,3237.97,3243.83,3230.45,3234.32,10578
2025-05-14 16:48:27,3237.97,3243.83,3230.45,3234.28,10579
2025-05-14 16:48:29,3237.97,3243.83,3230.45,3234.21,10581
2025-05-14 16:48:30,3237.97,3243.83,3230.45,3234.19,10582
2025-05-14 16:48:32,3237.97,3243.83,3230.45,3234.11,10585
2025-05-14 16:48:34,3237.97,3243.83,3230.45,3233.98,10589
2025-05-14 16:48:35,3237.97,3243.83,3230.45,3234.08,10590
2025-05-14 16:48:36,3237.97,3243.83,3230.45,3233.98,10593
2025-05-14 16:48:37,3237.97,3243.83,3230.45,3234.09,10594
2025-05-14 16:48:40,3237.97,3243.83,3230.45,3234.23,10597
2025-05-14 16:48:41,3237.97,3243.83,3230.45,3234.25,10598
2025-05-14 16:48:42,3237.97,3243.83,3230.45,3234.29,10602
2025-05-14 16:48:43,3237.97,3243.83,3230.45,3233.98,10612
2025-05-14 16:48:44,3237.97,3243.83,3230.45,3233.96,10613
2025-05-14 16:48:45,3237.97,3243.83,3230.45,3233.95,10614
2025-05-14 16:48:46,3237.97,3243.83,3230.45,3233.91,10615
2025-05-14 16:48:47,3237.97,3243.83,3230.45,3233.92,10616
2025-05-14 16:48:49,3237.97,3243.83,3230.45,3234.13,10621
2025-05-14 16:48:50,3237.97,3243.83,3230.45,3234.42,10629
2025-05-14 16:48:51,3237.97,3243.83,3230.45,3234.51,10631
2025-05-14 16:48:52,3237.97,3243.83,3230.45,3234.49,10636
2025-05-14 16:48:53,3237.97,3243.83,3230.45,3234.61,10642
2025-05-14 16:48:54,3237.97,3243.83,3230.45,3234.82,10647
2025-05-14 16:48:55,3237.97,3243.83,3230.45,3234.75,10650
2025-05-14 16:48:56,3237.97,3243.83,3230.45,3234.68,10652
2025-05-14 16:48:57,3237.97,3243.83,3230.45,3234.59,10654
2025-05-14 16:48:58,3237.97,3243.83,3230.45,3234.51,10656
2025-05-14 16:48:59,3237.97,3243.83,3230.45,3234.49,10657
2025-05-14 16:49:00,3237.97,3243.83,3230.45,3234.32,10662
2025-05-14 16:49:01,3237.97,3243.83,3230.45,3234.36,10667
2025-05-14 16:49:02,3237.97,3243.83,3230.45,3234.42,10668
2025-05-14 16:49:03,3237.97,3243.83,3230.45,3234.61,10672
2025-05-14 16:49:04,3237.97,3243.83,3230.45,3234.61,10674
2025-05-14 16:49:05,3237.97,3243.83,3230.45,3234.64,10679
2025-05-14 16:49:06,3237.97,3243.83,3230.45,3234.56,10680
2025-05-14 16:49:07,3237.97,3243.83,3230.45,3234.57,10683
2025-05-14 16:49:08,3237.97,3243.83,3230.45,3234.15,10688
2025-05-14 16:49:09,3237.97,3243.83,3230.45,3233.97,10696
2025-05-14 16:49:10,3237.97,3243.83,3230.45,3233.96,10699
2025-05-14 16:49:11,3237.97,3243.83,3230.45,3234.2,10702
2025-05-14 16:49:12,3237.97,3243.83,3230.45,3234.21,10707
2025-05-14 16:49:13,3237.97,3243.83,3230.45,3234.23,10708
2025-05-14 16:49:15,3237.97,3243.83,3230.45,3234.24,10712
2025-05-14 16:49:16,3237.97,3243.83,3230.45,3234.29,10713
2025-05-14 16:49:17,3237.97,3243.83,3230.45,3234.25,10716
2025-05-14 16:49:18,3237.97,3243.83,3230.45,3234.12,10719
2025-05-14 16:49:20,3237.97,3243.83,3230.45,3233.87,10725
2025-05-14 16:49:21,3237.97,3243.83,3230.45,3233.87,10730
2025-05-14 16:49:22,3237.97,3243.83,3230.45,3233.82,10733
2025-05-14 16:49:23,3237.97,3243.83,3230.45,3233.7,10735
2025-05-14 16:49:25,3237.97,3243.83,3230.45,3233.63,10737
2025-05-14 16:49:26,3237.97,3243.83,3230.45,3233.53,10738
2025-05-14 16:49:27,3237.97,3243.83,3230.45,3233.49,10739
2025-05-14 16:49:28,3237.97,3243.83,3230.45,3233.4,10742
2025-05-14 16:49:29,3237.97,3243.83,3230.45,3233.33,10743
2025-05-14 16:49:30,3237.97,3243.83,3230.45,3233.79,10750
2025-05-14 16:49:31,3237.97,3243.83,3230.45,3233.77,10753
2025-05-14 16:49:32,3237.97,3243.83,3230.45,3233.76,10754
2025-05-14 16:49:33,3237.97,3243.83,3230.45,3233.69,10758
2025-05-14 16:49:34,3237.97,3243.83,3230.45,3233.6,10760
2025-05-14 16:49:36,3237.97,3243.83,3230.45,3233.58,10765
2025-05-14 16:49:38,3237.97,3243.83,3230.45,3233.74,10772
2025-05-14 16:49:39,3237.97,3243.83,3230.45,3233.75,10775
2025-05-14 16:49:42,3237.97,3243.83,3230.45,3233.68,10777
2025-05-14 16:49:43,3237.97,3243.83,3230.45,3233.51,10780
2025-05-14 16:49:44,3237.97,3243.83,3230.45,3233.44,10782
2025-05-14 16:49:45,3237.97,3243.83,3230.45,3233.58,10785
2025-05-14 16:49:48,3237.97,3243.83,3230.45,3233.5,10787
2025-05-14 16:49:50,3237.97,3243.83,3230.45,3233.5,10789
2025-05-14 16:49:51,3237.97,3243.83,3230.45,3233.43,10790
2025-05-14 16:49:53,3237.97,3243.83,3230.45,3233.57,10792
2025-05-14 16:49:54,3237.97,3243.83,3230.45,3233.5,10796
2025-05-14 16:50:03,3237.97,3243.83,3230.45,3233.3,10799
2025-05-14 16:50:04,3237.97,3243.83,3230.45,3233.3,10801
2025-05-14 16:50:08,3237.97,3243.83,3230.45,3233.13,10804
2025-05-14 16:50:09,3237.97,3243.83,3230.45,3233.18,10806
2025-05-14 16:50:10,3237.97,3243.83,3230.45,3233.3,10813
2025-05-14 16:50:11,3237.97,3243.83,3230.45,3233.26,10816
2025-05-14 16:50:12,3237.97,3243.83,3230.45,3233.26,10818
2025-05-14 16:50:13,3237.97,3243.83,3230.45,3233.18,10824
2025-05-14 16:50:14,3237.97,3243.83,3230.45,3233.11,10826
2025-05-14 16:50:16,3237.97,3243.83,3230.45,3233.11,10828
2025-05-14 16:50:18,3237.97,3243.83,3230.45,3233.11,10831
2025-05-14 16:50:19,3237.97,3243.83,3230.45,3233.07,10834
2025-05-14 16:50:20,3237.97,3243.83,3230.45,3233.04,10835
2025-05-14 16:50:21,3237.97,3243.83,3230.45,3233.04,10837
2025-05-14 16:50:23,3237.97,3243.83,3230.45,3232.97,10838
2025-05-14 16:50:24,3237.97,3243.83,3230.45,3233.05,10842
2025-05-14 16:50:25,3237.97,3243.83,3230.45,3233.07,10845
2025-05-14 16:50:28,3237.97,3243.83,3230.45,3233.28,10849
2025-05-14 16:50:29,3237.97,3243.83,3230.45,3233.22,10854
2025-05-14 16:50:30,3237.97,3243.83,3230.45,3233.22,10856
2025-05-14 16:50:31,3237.97,3243.83,3230.45,3233.37,10859
2025-05-14 16:50:32,3237.97,3243.83,3230.45,3233.46,10861
2025-05-14 16:50:34,3237.97,3243.83,3230.45,3233.53,10865
2025-05-14 16:50:35,3237.97,3243.83,3230.45,3233.53,10870
2025-05-14 16:50:36,3237.97,3243.83,3230.45,3233.52,10871
2025-05-14 16:50:38,3237.97,3243.83,3230.45,3233.45,10872
2025-05-14 16:50:39,3237.97,3243.83,3230.45,3233.52,10876
2025-05-14 16:50:40,3237.97,3243.83,3230.45,3233.57,10877
2025-05-14 16:50:41,3237.97,3243.83,3230.45,3233.57,10879
2025-05-14 16:50:43,3237.97,3243.83,3230.45,3233.59,10880
2025-05-14 16:50:44,3237.97,3243.83,3230.45,3233.58,10882
2025-05-14 16:50:45,3237.97,3243.83,3230.45,3233.83,10886
2025-05-14 16:50:46,3237.97,3243.83,3230.45,3233.73,10889
