update_time,open,high,low,close,volume
2025-05-14 16:42:34,3237.97,3243.83,3230.45,3232.29,9810
2025-05-14 16:42:35,3237.97,3243.83,3230.45,3232.26,9811
2025-05-14 16:42:36,3237.97,3243.83,3230.45,3232.09,9816
2025-05-14 16:42:37,3237.97,3243.83,3230.45,3231.97,9818
2025-05-14 16:42:38,3237.97,3243.83,3230.45,3232.04,9821
2025-05-14 16:42:39,3237.97,3243.83,3230.45,3232.05,9822
2025-05-14 16:42:40,3237.97,3243.83,3230.45,3231.92,9824
2025-05-14 16:42:41,3237.97,3243.83,3230.45,3231.93,9826
2025-05-14 16:42:42,3237.97,3243.83,3230.45,3231.94,9827
2025-05-14 16:42:43,3237.97,3243.83,3230.45,3231.91,9828
2025-05-14 16:42:44,3237.97,3243.83,3230.45,3231.92,9829
2025-05-14 16:42:45,3237.97,3243.83,3230.45,3231.93,9830
2025-05-14 16:42:47,3237.97,3243.83,3230.45,3231.83,9832
2025-05-14 16:42:48,3237.97,3243.83,3230.45,3231.81,9833
2025-05-14 16:42:49,3237.97,3243.83,3230.45,3231.84,9836
2025-05-14 16:42:52,3237.97,3243.83,3230.45,3231.81,9837
2025-05-14 16:42:53,3237.97,3243.83,3230.45,3231.82,9838
2025-05-14 16:42:54,3237.97,3243.83,3230.45,3231.81,9839
2025-05-14 16:42:55,3237.97,3243.83,3230.45,3231.71,9841
2025-05-14 16:42:56,3237.97,3243.83,3230.45,3231.7,9843
2025-05-14 16:42:57,3237.97,3243.83,3230.45,3231.87,9847
2025-05-14 16:42:58,3237.97,3243.83,3230.45,3232.04,9850
2025-05-14 16:43:00,3237.97,3243.83,3230.45,3231.87,9855
2025-05-14 16:43:02,3237.97,3243.83,3230.45,3231.84,9856
2025-05-14 16:43:03,3237.97,3243.83,3230.45,3231.81,9857
2025-05-14 16:43:07,3237.97,3243.83,3230.45,3231.79,9858
2025-05-14 16:43:09,3237.97,3243.83,3230.45,3231.72,9861
2025-05-14 16:43:10,3237.97,3243.83,3230.45,3231.69,9862
2025-05-14 16:43:11,3237.97,3243.83,3230.45,3231.7,9864
2025-05-14 16:43:12,3237.97,3243.83,3230.45,3231.6,9872
2025-05-14 16:43:13,3237.97,3243.83,3230.45,3231.61,9874
2025-05-14 16:43:14,3237.97,3243.83,3230.45,3231.51,9880
2025-05-14 16:43:15,3237.97,3243.83,3230.45,3231.43,9885
2025-05-14 16:43:16,3237.97,3243.83,3230.45,3231.47,9887
2025-05-14 16:43:17,3237.97,3243.83,3230.45,3231.49,9890
2025-05-14 16:43:19,3237.97,3243.83,3230.45,3231.57,9892
2025-05-14 16:43:20,3237.97,3243.83,3230.45,3231.57,9895
2025-05-14 16:43:22,3237.97,3243.83,3230.45,3231.58,9896
2025-05-14 16:43:23,3237.97,3243.83,3230.45,3232.1,9903
2025-05-14 16:43:24,3237.97,3243.83,3230.45,3231.83,9914
2025-05-14 16:43:25,3237.97,3243.83,3230.45,3231.9,9918
2025-05-14 16:43:26,3237.97,3243.83,3230.45,3231.94,9919
2025-05-14 16:43:27,3237.97,3243.83,3230.45,3231.93,9920
2025-05-14 16:43:28,3237.97,3243.83,3230.45,3231.94,9924
2025-05-14 16:43:29,3237.97,3243.83,3230.45,3231.97,9926
2025-05-14 16:43:30,3237.97,3243.83,3230.45,3231.95,9927
2025-05-14 16:43:32,3237.97,3243.83,3230.45,3231.95,9933
2025-05-14 16:43:33,3237.97,3243.83,3230.45,3232.03,9936
2025-05-14 16:43:34,3237.97,3243.83,3230.45,3232.15,9941
2025-05-14 16:43:35,3237.97,3243.83,3230.45,3232.23,9944
2025-05-14 16:43:36,3237.97,3243.83,3230.45,3232.18,9950
2025-05-14 16:43:37,3237.97,3243.83,3230.45,3232.21,9952
2025-05-14 16:43:38,3237.97,3243.83,3230.45,3232.11,9954
2025-05-14 16:43:39,3237.97,3243.83,3230.45,3232.31,9960
2025-05-14 16:43:40,3237.97,3243.83,3230.45,3232.65,9963
2025-05-14 16:43:41,3237.97,3243.83,3230.45,3232.64,9964
2025-05-14 16:43:43,3237.97,3243.83,3230.45,3232.51,9965
2025-05-14 16:43:44,3237.97,3243.83,3230.45,3232.3,9971
2025-05-14 16:43:45,3237.97,3243.83,3230.45,3232.29,9972
2025-05-14 16:43:46,3237.97,3243.83,3230.45,3232.34,9974
2025-05-14 16:43:47,3237.97,3243.83,3230.45,3232.34,9976
2025-05-14 16:43:48,3237.97,3243.83,3230.45,3232.22,9979
2025-05-14 16:43:49,3237.97,3243.83,3230.45,3232.14,9982
2025-05-14 16:43:51,3237.97,3243.83,3230.45,3231.99,9985
2025-05-14 16:43:52,3237.97,3243.83,3230.45,3231.95,9986
2025-05-14 16:43:53,3237.97,3243.83,3230.45,3231.95,9989
2025-05-14 16:43:54,3237.97,3243.83,3230.45,3232.23,9994
2025-05-14 16:43:56,3237.97,3243.83,3230.45,3232.26,9996
2025-05-14 16:43:57,3237.97,3243.83,3230.45,3232.34,9998
2025-05-14 16:43:58,3237.97,3243.83,3230.45,3232.08,10001
2025-05-14 16:43:59,3237.97,3243.83,3230.45,3231.95,10003
2025-05-14 16:44:00,3237.97,3243.83,3230.45,3232.07,10007
2025-05-14 16:44:01,3237.97,3243.83,3230.45,3231.97,10011
2025-05-14 16:44:02,3237.97,3243.83,3230.45,3232.25,10020
2025-05-14 16:44:03,3237.97,3243.83,3230.45,3232.4,10024
2025-05-14 16:44:04,3237.97,3243.83,3230.45,3232.44,10028
2025-05-14 16:44:05,3237.97,3243.83,3230.45,3232.24,10031
2025-05-14 16:44:07,3237.97,3243.83,3230.45,3232.23,10036
2025-05-14 16:44:08,3237.97,3243.83,3230.45,3232.19,10037
2025-05-14 16:44:09,3237.97,3243.83,3230.45,3231.76,10043
2025-05-14 16:44:10,3237.97,3243.83,3230.45,3231.75,10047
2025-05-14 16:44:11,3237.97,3243.83,3230.45,3231.83,10048
2025-05-14 16:44:13,3237.97,3243.83,3230.45,3231.8,10049
2025-05-14 16:44:14,3237.97,3243.83,3230.45,3231.76,10051
2025-05-14 16:44:15,3237.97,3243.83,3230.45,3231.75,10052
2025-05-14 16:44:16,3237.97,3243.83,3230.45,3231.73,10053
2025-05-14 16:44:17,3237.97,3243.83,3230.45,3231.75,10054
2025-05-14 16:44:18,3237.97,3243.83,3230.45,3232.07,10058
2025-05-14 16:44:20,3237.97,3243.83,3230.45,3231.89,10061
2025-05-14 16:44:21,3237.97,3243.83,3230.45,3231.85,10065
2025-05-14 16:44:22,3237.97,3243.83,3230.45,3232.01,10067
2025-05-14 16:44:23,3237.97,3243.83,3230.45,3231.99,10069
2025-05-14 16:44:24,3237.97,3243.83,3230.45,3231.96,10074
2025-05-14 16:44:25,3237.97,3243.83,3230.45,3231.91,10076
2025-05-14 16:44:26,3237.97,3243.83,3230.45,3231.89,10078
2025-05-14 16:44:27,3237.97,3243.83,3230.45,3231.65,10081
2025-05-14 16:44:28,3237.97,3243.83,3230.45,3231.67,10082
2025-05-14 16:44:30,3237.97,3243.83,3230.45,3231.57,10084
2025-05-14 16:44:31,3237.97,3243.83,3230.45,3231.51,10086
2025-05-14 16:44:32,3237.97,3243.83,3230.45,3231.49,10088
2025-05-14 16:44:36,3237.97,3243.83,3230.45,3231.39,10091
2025-05-14 16:44:38,3237.97,3243.83,3230.45,3231.37,10092
2025-05-14 16:44:39,3237.97,3243.83,3230.45,3231.35,10093
2025-05-14 16:44:43,3237.97,3243.83,3230.45,3231.38,10096
2025-05-14 16:44:44,3237.97,3243.83,3230.45,3231.4,10098
2025-05-14 16:44:45,3237.97,3243.83,3230.45,3231.39,10099
2025-05-14 16:44:48,3237.97,3243.83,3230.45,3231.38,10102
2025-05-14 16:44:50,3237.97,3243.83,3230.45,3231.39,10103
2025-05-14 16:44:51,3237.97,3243.83,3230.45,3231.32,10105
2025-05-14 16:44:54,3237.97,3243.83,3230.45,3231.35,10107
2025-05-14 16:44:55,3237.97,3243.83,3230.45,3231.38,10108
2025-05-14 16:44:58,3237.97,3243.83,3230.45,3231.3,10111
2025-05-14 16:45:00,3237.97,3243.83,3230.45,3231.31,10115
2025-05-14 16:45:01,3237.97,3243.83,3230.45,3231.33,10116
2025-05-14 16:45:02,3237.97,3243.83,3230.45,3231.28,10123
2025-05-14 16:45:03,3237.97,3243.83,3230.45,3231.26,10124
2025-05-14 16:45:04,3237.97,3243.83,3230.45,3231.64,10128
2025-05-14 16:45:05,3237.97,3243.83,3230.45,3231.9,10131
2025-05-14 16:45:06,3237.97,3243.83,3230.45,3231.92,10136
2025-05-14 16:45:07,3237.97,3243.83,3230.45,3231.96,10139
2025-05-14 16:45:08,3237.97,3243.83,3230.45,3231.92,10141
2025-05-14 16:45:09,3237.97,3243.83,3230.45,3231.9,10149
2025-05-14 16:45:11,3237.97,3243.83,3230.45,3231.92,10150
2025-05-14 16:45:12,3237.97,3243.83,3230.45,3232.0,10153
2025-05-14 16:45:15,3237.97,3243.83,3230.45,3231.9,10154
2025-05-14 16:45:16,3237.97,3243.83,3230.45,3231.76,10156
2025-05-14 16:45:17,3237.97,3243.83,3230.45,3231.54,10158
2025-05-14 16:45:18,3237.97,3243.83,3230.45,3231.52,10159
2025-05-14 16:45:21,3237.97,3243.83,3230.45,3231.54,10160
2025-05-14 16:45:23,3237.97,3243.83,3230.45,3231.57,10161
2025-05-14 16:45:25,3237.97,3243.83,3230.45,3231.51,10164
2025-05-14 16:45:26,3237.97,3243.83,3230.45,3231.52,10165
2025-05-14 16:45:27,3237.97,3243.83,3230.45,3231.42,10172
2025-05-14 16:45:28,3237.97,3243.83,3230.45,3231.41,10173
2025-05-14 16:45:29,3237.97,3243.83,3230.45,3231.27,10176
2025-05-14 16:45:31,3237.97,3243.83,3230.45,3231.31,10177
2025-05-14 16:45:32,3237.97,3243.83,3230.45,3231.33,10180
2025-05-14 16:45:33,3237.97,3243.83,3230.45,3231.26,10182
2025-05-14 16:45:36,3237.97,3243.83,3230.45,3231.38,10184
2025-05-14 16:45:37,3237.97,3243.83,3230.45,3231.33,10186
2025-05-14 16:45:38,3237.97,3243.83,3230.45,3231.36,10187
2025-05-14 16:45:39,3237.97,3243.83,3230.45,3231.36,10191
2025-05-14 16:45:40,3237.97,3243.83,3230.45,3231.36,10193
2025-05-14 16:45:41,3237.97,3243.83,3230.45,3231.36,10195
2025-05-14 16:45:42,3237.97,3243.83,3230.45,3231.47,10197
2025-05-14 16:45:43,3237.97,3243.83,3230.45,3231.58,10199
2025-05-14 16:45:48,3237.97,3243.83,3230.45,3231.56,10204
2025-05-14 16:45:49,3237.97,3243.83,3230.45,3231.5,10205
2025-05-14 16:45:50,3237.97,3243.83,3230.45,3231.48,10207
2025-05-14 16:45:51,3237.97,3243.83,3230.45,3231.43,10209
2025-05-14 16:45:52,3237.97,3243.83,3230.45,3231.59,10213
2025-05-14 16:45:53,3237.97,3243.83,3230.45,3231.59,10215
2025-05-14 16:45:54,3237.97,3243.83,3230.45,3231.57,10216
2025-05-14 16:45:55,3237.97,3243.83,3230.45,3231.62,10217
2025-05-14 16:45:56,3237.97,3243.83,3230.45,3231.69,10219
2025-05-14 16:45:57,3237.97,3243.83,3230.45,3231.9,10222
2025-05-14 16:45:58,3237.97,3243.83,3230.45,3231.95,10224
2025-05-14 16:45:59,3237.97,3243.83,3230.45,3231.98,10225
2025-05-14 16:46:01,3237.97,3243.83,3230.45,3231.98,10228
2025-05-14 16:46:02,3237.97,3243.83,3230.45,3232.05,10231
2025-05-14 16:46:03,3237.97,3243.83,3230.45,3232.04,10233
2025-05-14 16:46:05,3237.97,3243.83,3230.45,3231.95,10235
2025-05-14 16:46:06,3237.97,3243.83,3230.45,3232.24,10241
2025-05-14 16:46:07,3237.97,3243.83,3230.45,3232.23,10244
2025-05-14 16:46:08,3237.97,3243.83,3230.45,3232.2,10245
2025-05-14 16:46:10,3237.97,3243.83,3230.45,3231.98,10250
2025-05-14 16:46:11,3237.97,3243.83,3230.45,3231.97,10251
2025-05-14 16:46:12,3237.97,3243.83,3230.45,3232.13,10252
2025-05-14 16:46:13,3237.97,3243.83,3230.45,3232.23,10253
2025-05-14 16:46:14,3237.97,3243.83,3230.45,3232.16,10254
2025-05-14 16:46:16,3237.97,3243.83,3230.45,3232.35,10257
2025-05-14 16:46:17,3237.97,3243.83,3230.45,3232.41,10259
2025-05-14 16:46:18,3237.97,3243.83,3230.45,3232.4,10260
2025-05-14 16:46:19,3237.97,3243.83,3230.45,3232.38,10263
2025-05-14 16:46:20,3237.97,3243.83,3230.45,3232.37,10264
2025-05-14 16:46:21,3237.97,3243.83,3230.45,3232.28,10268
2025-05-14 16:46:22,3237.97,3243.83,3230.45,3232.27,10270
